[0.27, 0.0, 0.12000000000000001, 0.30000000000000004, 0.15000000000000002, 0.0, 0.22000000000000003, 0.0, 0.15000000000000002, 0.2, 0.12000000000000001, 1.0, 0.15000000000000002, 0.0, 0.22000000000000003, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]
[0.6, 0.0, 0.39999999999999997, 0.0, 1.0, 0.0, 0.39999999999999997, 0.0, 0.6, 0.0, 0.39999999999999997, 0.0, 1.0, 0.0, 0.39999999999999997, 0.0]
[0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 0.7333333333333333, 0.0, 0.26666666666666666, 0.0, 0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 1.0, 0.0, 0.26666666666666666, 0.0]
[0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 1.0, 0.0, 0.26666666666666666, 0.0, 0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 0.7333333333333333, 0.0, 0.26666666666666666, 0.0]
[0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 0.7333333333333333, 0.0, 0.26666666666666666, 0.0, 0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 1.0, 0.0, 0.26666666666666666, 0.0]
[0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 1.0, 0.0, 0.26666666666666666, 0.0, 0.4666666666666666, 0.0, 0.26666666666666666, 0.0, 0.7333333333333333, 0.0, 0.26666666666666666, 0.0]
